N,P,K,temperature,humidity,ph,rainfall,soil_moisture,label
74,54,37,25.0,78.7,6.9,146.0,54,maize
73,37,59,28.5,73.9,7.0,164.9,70,groundnut
71,43,63,27.4,86.5,6.3,277.0,80,sugarcane
26,35,28,24.2,81.3,5.6,209.7,67,pulses
73,52,65,25.7,87.2,6.4,214.5,82,sugarcane
87,50,37,22.1,76.6,7.0,197.4,53,maize
68,40,62,25.5,72.8,6.9,177.4,58,groundnut
72,32,60,25.6,76.5,6.8,178.2,62,groundnut
67,31,55,27.6,76.6,6.5,148.1,63,groundnut
72,55,35,22.1,78.0,6.9,139.1,56,maize
59,44,50,31.6,67.0,6.4,139.1,53,cotton
81,56,51,21.9,76.9,6.3,237.8,69,rice
25,32,30,24.3,82.1,5.8,242.4,66,pulses
71,48,58,26.7,79.7,6.4,222.3,79,sugarcane
69,48,42,26.3,66.9,6.9,104.5,40,wheat
73,39,60,28.6,73.1,6.8,145.1,66,groundnut
38,48,47,28.4,52.7,6.5,107.8,26,millet
74,55,43,23.7,79.1,7.0,151.1,46,maize
70,38,57,28.2,75.9,7.0,168.2,60,groundnut
47,30,32,27.5,55.7,6.1,81.4,25,barley
79,41,54,29.3,89.8,6.6,203.3,71,sugarcane
54,47,44,30.5,67.5,6.8,124.1,62,cotton
77,53,52,29.6,70.8,6.3,205.6,85,sugarcane
73,55,57,25.1,79.1,6.7,217.5,83,sugarcane
75,39,65,29.3,76.7,7.0,146.7,69,groundnut
50,33,30,26.6,60.4,6.0,110.5,35,barley
55,33,33,25.5,56.7,6.1,85.8,27,barley
76,59,40,26.0,74.4,6.5,155.1,55,maize
80,43,51,28.5,84.2,6.7,284.7,84,sugarcane
71,39,65,25.3,79.6,6.7,179.1,58,groundnut
69,39,65,25.8,79.6,6.7,151.3,68,groundnut
73,46,58,27.2,70.6,6.6,295.4,80,sugarcane
40,53,49,28.2,59.3,6.5,101.7,26,millet
54,34,40,29.8,62.4,5.7,107.3,28,barley
46,35,32,29.9,57.1,5.7,82.6,34,barley
54,41,41,30.6,72.8,6.5,134.5,64,cotton
30,33,28,23.6,88.7,6.1,195.8,71,pulses
77,44,64,29.1,75.1,6.3,214.9,70,sugarcane
59,44,46,30.4,72.9,6.7,166.3,55,cotton
42,55,52,29.5,56.5,6.2,116.3,27,millet
77,51,52,27.8,71.9,6.8,282.2,70,sugarcane
39,46,53,31.9,57.3,6.1,114.7,25,millet
70,45,46,23.8,69.2,6.8,143.6,39,wheat
69,34,59,29.9,75.1,6.6,144.7,58,groundnut
44,52,49,30.0,51.4,6.3,93.6,27,millet
80,47,45,20.4,85.6,6.4,181.0,74,rice
88,54,37,23.9,64.9,6.6,165.4,54,maize
59,45,44,28.0,69.9,6.7,167.2,55,cotton
55,56,46,25.4,55.1,6.7,108.4,39,wheat
47,32,31,27.2,58.8,5.5,85.2,26,barley
79,52,50,28.5,71.4,6.5,209.3,75,sugarcane
76,57,38,24.0,76.6,6.9,185.9,48,maize
71,35,59,28.1,78.4,6.8,153.7,68,groundnut
58,48,50,28.9,68.2,6.4,160.4,53,cotton
74,31,59,28.2,76.0,6.6,151.6,62,groundnut
83,51,48,22.9,85.1,6.5,204.7,73,rice
25,25,21,25.8,82.3,6.2,239.6,76,pulses
68,34,63,29.0,73.1,6.6,173.2,57,groundnut
74,44,51,27.0,74.0,6.8,203.9,78,sugarcane
46,36,40,27.3,56.6,6.0,105.2,26,barley
73,33,65,27.4,71.4,6.8,145.5,56,groundnut
86,56,45,26.0,65.3,6.9,143.9,48,maize
29,35,24,24.2,81.8,5.9,205.7,79,pulses
28,29,21,22.1,84.4,6.0,240.9,78,pulses
36,47,50,29.5,59.4,6.3,92.3,28,millet
50,45,41,28.4,71.2,6.4,120.1,54,cotton
41,53,49,29.2,55.5,6.1,107.1,28,millet
90,55,37,22.4,76.1,6.7,177.7,52,maize
74,41,50,26.6,77.4,6.3,266.2,82,sugarcane
36,53,54,29.4,53.4,6.1,101.1,27,millet
46,35,38,27.4,64.3,5.7,102.4,27,barley
71,30,59,29.6,72.9,6.9,173.0,59,groundnut
37,48,50,30.8,53.9,6.5,106.3,31,millet
63,52,41,23.2,69.2,7.2,100.1,37,wheat
44,54,50,29.3,59.8,6.5,102.8,35,millet
51,42,46,31.2,74.8,6.4,174.2,52,cotton
67,47,47,26.1,69.1,6.8,109.8,40,wheat
52,56,49,26.6,55.9,7.0,107.2,35,wheat
27,34,29,22.3,86.4,5.7,214.6,65,pulses
73,40,65,25.9,73.3,6.5,153.9,61,groundnut
74,50,55,28.6,75.0,6.6,276.7,81,sugarcane
75,39,65,28.3,77.5,6.8,156.0,67,groundnut
37,53,52,31.4,54.8,6.1,82.1,35,millet
88,40,55,24.8,88.3,6.5,236.2,68,rice
52,47,44,27.4,66.5,6.3,153.8,59,cotton
71,53,38,24.5,61.3,6.6,162.9,60,maize
47,37,32,26.9,58.3,5.9,105.9,29,barley
69,55,52,26.5,74.4,6.5,201.7,72,sugarcane
51,42,43,31.9,68.7,6.2,166.7,63,cotton
57,46,50,26.5,67.8,6.5,115.3,40,wheat
36,47,47,31.4,51.4,6.3,90.3,31,millet
67,58,40,23.8,67.4,7.0,105.6,40,wheat
90,51,44,23.9,64.5,6.8,190.4,45,maize
53,46,42,29.1,70.0,6.4,148.4,65,cotton
89,52,39,24.3,68.6,6.7,126.2,47,maize
56,53,47,27.8,56.2,7.0,106.2,45,wheat
94,46,45,24.7,78.4,6.3,221.7,77,rice
41,53,52,30.0,58.1,6.3,103.5,31,millet
60,49,44,27.2,72.0,6.7,139.1,58,cotton
41,49,50,30.0,50.7,6.1,97.2,30,millet
72,34,64,29.6,78.7,6.6,162.0,57,groundnut
58,49,45,27.9,67.3,6.4,130.2,53,cotton
24,26,20,25.6,84.6,5.7,183.7,79,pulses
66,60,48,27.6,57.0,6.6,111.7,41,wheat
53,44,42,30.9,74.3,6.5,123.9,64,cotton
81,51,39,22.6,71.2,6.7,185.5,55,maize
68,55,55,28.6,73.1,6.7,291.1,75,sugarcane
42,51,51,28.3,57.9,6.5,99.7,29,millet
22,29,24,23.4,80.4,6.1,207.6,78,pulses
88,53,42,22.7,75.0,6.7,121.0,46,maize
60,41,50,31.8,70.4,6.5,175.2,52,cotton
70,51,61,25.6,81.5,6.7,292.4,75,sugarcane
54,30,39,26.7,56.4,5.8,92.0,35,barley
25,31,26,25.9,85.7,6.1,229.6,76,pulses
44,47,52,30.1,58.8,6.0,80.4,28,millet
70,33,58,30.0,72.4,6.7,174.6,58,groundnut
62,47,43,23.8,58.9,6.7,130.3,44,wheat
57,51,48,23.0,63.3,6.9,127.2,35,wheat
47,40,33,25.7,63.8,6.1,87.9,29,barley
48,40,39,29.5,61.2,6.0,114.2,27,barley
56,48,42,28.9,72.7,6.3,125.5,63,cotton
72,43,64,26.5,78.8,6.7,264.3,74,sugarcane
45,52,46,30.5,59.9,6.5,101.9,34,millet
71,50,55,30.0,79.8,6.8,258.9,78,sugarcane
20,28,28,25.0,83.9,6.0,221.5,75,pulses
80,60,36,25.1,73.3,6.9,139.8,48,maize
42,51,54,28.2,56.3,6.4,117.6,33,millet
97,43,57,20.6,80.4,6.6,208.9,70,rice
49,40,32,28.6,56.0,5.8,82.6,32,barley
50,31,30,26.0,56.9,5.8,84.9,34,barley
94,52,48,22.4,86.2,6.1,196.4,77,rice
66,40,61,29.4,74.2,6.9,145.3,60,groundnut
88,54,41,25.4,73.9,6.6,156.8,59,maize
30,31,28,23.8,83.5,5.6,233.3,76,pulses
55,48,46,27.8,70.3,6.6,140.5,60,cotton
45,52,52,29.2,52.9,6.0,91.5,33,millet
24,34,26,23.0,86.4,6.1,233.3,76,pulses
83,47,52,23.0,77.8,6.5,248.8,74,rice
98,43,54,22.5,89.9,6.4,232.4,71,rice
51,49,41,31.1,65.3,6.3,147.9,52,cotton
75,36,60,26.4,72.7,6.6,174.5,61,groundnut
49,30,33,27.1,59.8,6.1,101.7,27,barley
75,57,39,23.6,74.1,6.6,122.5,57,maize
21,28,23,24.6,84.9,6.2,237.1,70,pulses
80,54,42,22.7,80.2,6.0,213.5,69,rice
53,48,47,29.6,73.1,6.7,168.1,59,cotton
87,54,41,23.7,67.0,6.7,155.3,50,maize
55,31,39,29.4,60.7,5.7,83.3,32,barley
90,52,40,25.3,79.7,6.6,158.5,53,maize
24,32,21,23.8,84.0,6.0,240.1,74,pulses
42,47,49,31.5,52.8,6.2,90.1,35,millet
53,42,40,27.1,69.6,6.2,127.6,62,cotton
66,53,63,25.1,71.6,6.4,213.8,75,sugarcane
54,44,50,29.5,72.4,6.6,147.4,52,cotton
54,53,49,22.4,64.0,6.8,139.4,36,wheat
82,44,44,21.5,76.2,6.5,241.6,76,rice
29,28,27,24.6,85.8,5.5,195.8,80,pulses
70,59,36,23.0,69.7,6.5,159.8,48,maize
41,47,53,28.0,54.1,6.1,105.8,27,millet
72,30,56,29.0,73.2,6.9,169.8,64,groundnut
69,55,45,27.7,59.9,7.0,142.1,38,wheat
70,60,35,25.2,70.5,6.5,173.7,50,maize
93,52,49,24.1,84.6,6.4,193.2,75,rice
73,40,57,29.6,74.4,6.9,169.5,61,groundnut
25,34,27,25.9,86.8,5.7,185.1,67,pulses
70,35,64,25.4,78.6,6.8,151.4,70,groundnut
76,55,60,27.5,81.9,6.7,249.7,82,sugarcane
54,36,35,27.9,55.4,5.5,106.4,27,barley
43,52,45,30.9,58.9,6.0,102.3,32,millet
89,57,41,25.8,75.3,6.5,181.2,60,maize
80,57,52,23.6,76.2,6.6,184.3,64,rice
72,55,41,25.8,72.2,7.0,149.7,54,maize
84,46,46,24.1,75.9,6.6,196.9,67,rice
27,33,23,25.8,80.3,6.2,230.3,77,pulses
35,52,54,28.4,56.6,6.4,111.2,25,millet
84,56,42,22.5,68.7,6.8,162.7,53,maize
71,51,58,29.2,79.1,6.9,206.0,83,sugarcane
76,51,36,23.7,67.3,6.8,170.3,54,maize
42,50,53,30.8,53.5,6.2,89.3,32,millet
44,46,47,31.0,57.5,6.3,100.3,34,millet
30,35,23,25.2,86.3,5.8,249.5,78,pulses
69,48,63,29.3,82.6,6.6,266.9,84,sugarcane
82,57,35,25.8,61.0,6.7,160.1,55,maize
84,42,47,24.4,89.9,6.1,189.3,71,rice
95,59,52,23.5,88.6,6.4,222.7,75,rice
76,52,52,29.0,75.6,6.2,273.8,75,sugarcane
46,35,36,28.6,57.6,5.9,87.9,28,barley
68,34,62,29.4,72.8,6.9,144.0,70,groundnut
43,55,54,28.9,54.8,6.4,100.6,26,millet
55,43,40,28.5,71.8,6.6,139.4,64,cotton
25,35,30,25.7,86.2,5.8,203.5,80,pulses
35,48,55,28.1,55.4,6.4,80.3,35,millet
90,50,43,22.1,85.0,6.5,187.8,79,rice
50,54,49,24.8,59.7,7.0,133.0,42,wheat
81,44,40,21.8,79.8,6.7,222.0,73,rice
20,32,21,23.7,87.9,5.6,243.9,71,pulses
67,37,61,27.7,72.5,6.9,172.3,58,groundnut
55,48,50,24.8,61.7,6.9,120.6,40,wheat
56,45,40,31.4,66.2,6.3,132.6,56,cotton
68,54,52,27.6,76.1,6.8,264.1,78,sugarcane
52,48,50,26.4,55.1,7.1,122.8,35,wheat
43,52,49,29.0,50.3,6.0,93.6,25,millet
100,41,42,24.8,83.9,6.6,222.9,71,rice
95,43,53,23.8,89.8,6.1,198.2,61,rice
74,43,62,27.8,86.9,6.6,233.8,81,sugarcane
51,39,34,28.6,64.3,5.8,111.7,35,barley
50,36,31,27.4,58.4,6.0,87.1,27,barley
79,40,59,26.3,81.9,6.2,237.9,77,sugarcane
72,44,63,25.5,74.3,6.5,285.8,81,sugarcane
57,44,44,31.8,69.8,6.5,120.7,57,cotton
67,47,46,27.3,65.4,6.5,137.1,39,wheat
66,31,65,29.5,77.4,6.7,147.2,67,groundnut
69,35,60,27.5,71.5,6.6,175.0,60,groundnut
24,27,21,22.2,88.5,5.5,244.5,70,pulses
95,47,60,20.2,85.5,6.7,242.6,65,rice
29,27,20,25.6,81.6,6.0,196.8,75,pulses
21,31,22,23.7,89.0,6.2,217.5,67,pulses
66,40,59,27.6,74.7,6.8,237.4,84,sugarcane
59,42,41,27.5,70.3,6.6,175.4,65,cotton
79,54,59,28.9,78.8,6.7,231.6,81,sugarcane
80,43,50,27.7,76.6,6.6,210.3,78,sugarcane
45,36,34,27.8,59.9,6.2,104.4,33,barley
54,46,48,29.2,66.9,6.7,131.0,54,cotton
55,32,38,26.3,64.1,6.1,88.0,31,barley
90,46,45,23.3,90.0,6.7,202.2,61,rice
74,36,65,27.6,77.0,6.9,172.2,57,groundnut
86,50,50,23.5,83.7,6.6,209.2,77,rice
42,52,52,30.0,52.3,6.1,99.9,26,millet
54,46,45,29.9,72.9,6.5,140.6,52,cotton
54,39,36,26.0,63.4,5.8,118.8,26,barley
84,58,57,22.6,80.8,6.5,245.5,77,rice
52,31,31,25.6,60.0,5.7,119.8,31,barley
54,48,46,25.6,64.0,6.8,116.7,35,wheat
38,54,49,30.3,56.2,6.3,104.1,27,millet
77,54,37,21.5,60.4,6.7,146.3,54,maize
91,54,48,24.0,86.2,6.2,222.7,79,rice
69,40,62,29.3,77.1,6.7,175.5,61,groundnut
69,33,55,26.3,76.4,6.9,143.6,64,groundnut
83,52,60,22.4,83.8,6.6,222.4,69,rice
51,47,41,30.0,67.7,6.7,153.1,61,cotton
36,51,51,30.7,54.4,6.5,119.9,34,millet
55,32,31,25.1,62.7,5.7,95.8,29,barley
70,57,49,27.8,57.7,7.0,126.5,40,wheat
22,30,29,25.3,87.4,6.1,246.7,79,pulses
90,55,42,25.2,66.5,6.6,177.9,45,maize
65,31,62,27.8,77.4,6.8,172.5,56,groundnut
59,46,45,29.8,67.7,6.5,147.8,54,cotton
68,33,60,29.9,71.5,6.7,146.4,66,groundnut
68,50,43,27.6,58.9,7.1,141.1,41,wheat
58,48,43,31.9,73.9,6.8,121.8,50,cotton
67,55,44,27.8,64.5,6.6,114.1,44,wheat
75,34,65,25.0,70.7,6.8,160.8,70,groundnut
89,56,37,21.1,64.4,6.6,199.3,45,maize
52,35,40,28.6,61.2,6.1,117.6,34,barley
74,32,63,26.8,75.0,6.9,140.3,55,groundnut
59,57,49,26.5,69.3,6.9,140.7,36,wheat
64,49,48,26.0,66.7,6.8,114.8,38,wheat
73,51,63,25.2,86.8,6.4,277.5,70,sugarcane
87,50,38,23.7,65.8,6.9,199.9,52,maize
75,36,58,28.5,78.4,6.7,158.6,69,groundnut
24,26,23,25.7,85.9,5.8,242.4,79,pulses
95,44,59,20.8,89.6,6.7,204.8,69,rice
51,43,40,30.1,70.2,6.5,136.4,52,cotton
37,47,55,31.1,58.9,6.1,96.1,31,millet
88,51,47,22.8,85.3,6.0,237.8,61,rice
29,31,21,25.4,85.5,5.9,181.6,79,pulses
54,42,43,30.8,72.6,6.7,124.6,52,cotton
70,38,62,29.7,77.2,6.9,172.0,60,groundnut
52,31,40,29.9,62.6,5.7,93.3,30,barley
99,46,51,24.5,86.7,6.1,236.8,79,rice
70,54,64,26.9,82.0,6.5,223.3,79,sugarcane
54,42,40,31.6,68.0,6.7,171.5,57,cotton
42,53,51,29.9,51.9,6.3,88.5,27,millet
41,53,48,28.8,51.2,6.1,104.8,34,millet
70,50,39,25.3,75.8,6.5,167.2,51,maize
60,52,46,22.1,65.7,6.9,101.8,42,wheat
84,45,60,20.6,84.9,6.1,240.8,66,rice
89,57,42,24.4,60.2,6.8,183.0,50,maize
87,47,55,24.7,89.0,6.1,239.3,80,rice
54,48,42,30.5,69.8,6.2,158.6,57,cotton
39,50,47,28.9,54.1,6.3,115.0,25,millet
53,54,50,27.9,67.9,6.7,146.0,41,wheat
54,51,47,23.7,63.6,7.0,122.1,43,wheat
42,54,53,29.9,59.5,6.3,107.0,33,millet
39,50,49,31.4,59.7,6.5,86.5,30,millet
68,39,61,25.6,75.7,6.5,168.1,62,groundnut
81,52,37,25.6,74.7,6.9,183.2,57,maize
54,33,35,29.8,58.1,5.7,80.9,25,barley
100,45,59,23.3,81.3,6.0,249.4,78,rice
55,40,39,28.5,58.7,6.0,93.3,26,barley
47,33,35,25.3,64.4,6.2,109.7,27,barley
69,51,58,25.1,85.1,6.2,242.1,85,sugarcane
37,50,52,29.2,54.3,6.0,80.0,30,millet
30,33,25,24.6,85.6,5.6,211.4,72,pulses
30,27,28,23.0,80.9,5.8,182.9,78,pulses
50,46,49,29.0,71.9,6.5,157.9,62,cotton
28,31,24,24.9,81.0,6.0,219.5,75,pulses
83,58,46,20.1,84.4,6.8,212.2,70,rice
83,51,35,23.6,60.7,6.7,197.4,57,maize
89,56,38,24.2,70.0,6.5,188.4,49,maize
96,50,55,20.1,88.6,6.3,236.2,75,rice
55,50,47,31.1,73.7,6.6,148.1,54,cotton
20,33,30,22.9,87.3,5.9,227.8,76,pulses
42,45,54,28.1,51.3,6.2,101.9,25,millet
60,60,46,26.6,56.4,6.6,144.3,42,wheat
73,40,58,28.4,74.2,6.5,216.2,84,sugarcane
68,55,50,29.7,72.1,6.4,227.1,79,sugarcane
20,27,26,25.1,83.8,5.8,196.3,67,pulses
44,47,51,28.2,50.7,6.2,99.8,25,millet
36,54,50,28.2,50.6,6.1,94.9,31,millet
77,58,44,25.8,77.5,6.9,168.5,59,maize
74,40,60,28.6,78.0,6.3,255.0,79,sugarcane
70,31,58,26.3,71.7,6.9,158.7,58,groundnut
96,54,43,21.6,78.3,6.2,206.5,66,rice
65,38,55,25.7,77.5,6.8,174.3,66,groundnut
52,41,43,27.7,69.8,6.5,178.9,50,cotton
76,48,57,25.7,86.0,6.9,269.2,74,sugarcane
66,39,55,28.7,79.6,6.9,154.9,61,groundnut
55,46,50,24.6,62.3,7.0,100.7,36,wheat
23,27,23,24.4,84.6,5.6,191.4,75,pulses
96,46,53,24.5,84.0,6.7,216.0,80,rice
53,41,46,29.9,72.8,6.7,172.0,62,cotton
53,50,40,31.3,74.4,6.3,178.5,63,cotton
70,35,65,29.9,79.0,6.7,170.7,67,groundnut
57,53,46,24.3,60.9,7.2,141.7,36,wheat
41,46,46,31.3,50.1,6.2,101.1,32,millet
72,51,42,26.0,77.9,6.8,139.1,50,maize
82,51,41,21.6,62.0,6.7,183.4,60,maize
21,25,27,23.5,86.8,6.0,201.4,75,pulses
82,40,45,22.0,79.0,6.2,241.5,66,rice
54,47,42,30.0,71.9,6.6,138.8,63,cotton
39,45,45,31.8,54.5,6.4,106.4,31,millet
43,48,46,31.3,53.5,6.4,89.4,30,millet
47,30,40,27.0,62.2,6.1,112.3,33,barley
72,54,58,26.3,73.0,6.4,201.5,83,sugarcane
80,55,58,29.9,87.7,6.4,234.4,79,sugarcane
54,37,35,26.2,61.1,5.7,107.3,32,barley
71,48,52,29.3,79.3,6.5,248.5,77,sugarcane
72,40,56,29.9,72.6,6.6,156.2,67,groundnut
28,25,27,22.5,85.3,5.6,204.4,65,pulses
80,44,52,26.8,88.2,6.4,251.8,81,sugarcane
89,58,36,24.8,64.8,6.7,144.6,52,maize
44,51,45,31.8,57.4,6.0,117.0,25,millet
41,46,53,28.6,52.0,6.1,82.1,31,millet
74,33,61,25.6,76.4,6.8,169.1,68,groundnut
73,43,52,28.8,71.9,6.9,279.2,71,sugarcane
22,28,26,24.4,87.8,6.1,248.8,67,pulses
68,48,48,26.2,56.7,6.6,129.6,40,wheat
82,40,57,22.6,89.7,6.5,208.7,63,rice
27,26,23,26.0,84.7,5.6,224.4,72,pulses
40,54,49,28.5,58.5,6.3,101.3,30,millet
97,54,52,21.6,85.5,6.0,209.4,70,rice
73,46,57,27.5,79.6,6.4,296.0,83,sugarcane
54,36,30,28.1,64.0,5.6,83.2,30,barley
66,40,57,29.2,78.4,6.8,161.3,70,groundnut
68,54,52,26.3,79.2,6.8,254.1,72,sugarcane
43,47,55,30.1,58.4,6.3,107.1,26,millet
63,51,43,26.3,59.1,6.9,113.7,44,wheat
60,60,46,27.6,61.4,6.9,121.7,44,wheat
59,46,41,30.8,67.1,6.5,145.6,52,cotton
55,56,48,27.1,55.4,6.7,141.3,43,wheat
51,41,44,29.0,66.0,6.5,158.0,54,cotton
52,40,44,28.9,73.9,6.5,166.3,54,cotton
88,54,40,21.7,84.3,6.1,180.4,74,rice
54,42,44,27.1,66.5,6.2,123.0,50,cotton
52,42,47,27.4,74.5,6.3,153.4,57,cotton
38,54,53,28.4,55.2,6.2,89.1,31,millet
54,36,30,28.6,57.5,5.6,83.4,29,barley
25,35,26,23.8,89.1,5.8,203.2,66,pulses
37,52,48,28.5,53.8,6.4,108.0,29,millet
86,57,55,21.4,81.1,6.1,199.7,62,rice
66,54,42,26.3,66.5,7.0,112.7,40,wheat
66,31,64,28.0,73.2,6.9,151.8,58,groundnut
20,30,29,23.2,84.8,6.1,201.7,74,pulses
97,59,59,23.5,87.5,6.7,231.1,76,rice
53,37,34,26.3,60.7,6.0,89.5,32,barley
51,47,44,29.4,71.4,6.8,145.0,54,cotton
74,42,65,28.9,83.8,6.2,202.3,83,sugarcane
75,30,61,25.9,70.1,6.6,140.2,65,groundnut
47,30,30,27.2,62.3,5.9,112.6,27,barley
51,33,34,29.2,64.3,5.9,86.2,28,barley
70,52,41,25.4,65.0,6.7,125.6,54,maize
72,60,42,23.1,61.9,6.6,128.7,55,maize
27,25,20,24.3,88.4,6.1,197.2,66,pulses
70,40,60,29.2,76.1,6.7,280.4,84,sugarcane
98,54,45,22.6,86.6,6.4,215.8,77,rice
61,49,49,24.9,66.3,7.0,102.7,37,wheat
64,45,41,23.4,56.8,6.6,143.5,37,wheat
80,53,63,28.9,81.8,6.6,278.4,82,sugarcane
44,55,49,29.0,54.5,6.1,117.3,33,millet
53,30,35,28.7,62.2,6.2,109.9,32,barley
73,54,35,24.8,79.8,6.9,151.4,48,maize
42,51,55,31.6,58.6,6.3,107.4,33,millet
30,32,26,25.4,86.9,5.7,201.7,70,pulses
62,60,45,22.2,60.5,6.8,139.2,44,wheat
71,46,50,28.5,75.7,6.5,208.2,73,sugarcane
39,50,45,28.8,57.3,6.0,89.2,31,millet
49,36,30,30.0,64.3,5.6,110.3,27,barley
35,52,54,30.4,56.8,6.4,101.5,34,millet
35,51,53,29.1,53.8,6.3,111.8,27,millet
87,57,35,21.5,71.8,6.9,178.2,53,maize
70,34,58,25.1,71.7,6.7,145.8,58,groundnut
50,33,34,29.9,60.7,5.5,119.6,31,barley
39,55,48,31.6,59.9,6.1,85.2,32,millet
65,45,45,26.9,57.9,6.7,103.3,45,wheat
72,40,64,29.0,78.9,6.6,157.9,55,groundnut
70,38,61,29.9,73.1,6.6,151.0,65,groundnut
38,45,54,30.6,58.0,6.1,104.1,26,millet
45,46,49,30.2,50.1,6.1,92.5,30,millet
93,57,57,23.8,75.2,6.1,203.0,71,rice
74,58,45,21.3,77.8,6.9,141.0,54,maize
50,45,44,25.1,60.4,7.2,113.6,45,wheat
79,53,63,27.1,82.0,6.4,246.3,74,sugarcane
51,32,32,28.3,62.8,6.2,95.8,31,barley
95,44,43,23.5,85.2,6.8,222.5,62,rice
69,54,50,25.7,71.7,6.5,222.9,77,sugarcane
29,34,22,25.3,81.5,6.2,234.7,78,pulses
88,54,42,23.0,77.3,6.7,194.5,47,maize
74,30,65,28.9,78.3,6.6,142.4,56,groundnut
44,48,45,31.6,59.5,6.5,95.3,35,millet
67,59,47,24.6,68.3,6.6,111.2,36,wheat
97,40,53,22.5,78.3,6.2,215.4,78,rice
49,32,32,29.9,62.4,5.7,96.4,33,barley
92,50,53,24.6,76.3,6.5,188.8,78,rice
85,60,48,21.3,76.6,6.2,213.0,69,rice
67,49,62,29.4,72.2,6.6,264.8,77,sugarcane
88,43,43,22.6,88.2,6.6,201.9,79,rice
67,40,65,27.7,78.7,6.8,141.0,66,groundnut
53,35,37,28.7,55.9,5.6,99.0,27,barley
83,60,37,24.6,69.1,6.9,151.4,55,maize
89,59,37,25.4,77.8,6.9,136.1,58,maize
21,25,26,23.9,84.8,6.2,212.4,76,pulses
86,55,38,21.1,78.5,6.7,152.8,59,maize
72,52,42,22.3,61.9,6.7,176.0,47,maize
60,42,40,27.7,66.9,6.7,163.7,59,cotton
72,37,61,25.3,72.6,7.0,172.0,70,groundnut
50,38,37,28.8,55.1,5.7,118.7,33,barley
29,35,24,23.7,87.6,5.6,181.4,72,pulses
73,37,64,27.0,72.4,6.8,174.6,63,groundnut
85,43,49,23.5,88.3,6.2,185.7,67,rice
79,43,64,25.1,70.3,6.4,285.4,77,sugarcane
52,46,44,26.1,68.4,7.2,118.6,35,wheat
38,51,45,31.9,58.1,6.2,89.1,34,millet
77,53,61,29.5,77.0,6.5,286.6,75,sugarcane
74,36,58,28.0,71.2,6.7,146.0,63,groundnut
50,50,45,31.4,67.9,6.5,131.2,59,cotton
20,27,23,24.9,83.8,5.6,242.5,73,pulses
27,25,21,25.1,88.6,5.7,201.3,76,pulses
44,49,47,30.5,52.6,6.2,103.0,28,millet
50,38,33,26.6,55.5,6.1,103.0,28,barley
20,25,21,25.8,89.3,5.6,223.6,66,pulses
57,43,40,31.0,73.3,6.7,143.8,51,cotton
63,57,49,27.7,61.8,7.1,145.9,39,wheat
68,46,61,28.0,85.6,6.3,298.2,76,sugarcane
46,39,36,26.6,57.8,5.7,102.3,25,barley
98,60,51,20.8,79.8,6.7,226.1,65,rice
27,29,29,24.3,89.7,5.5,213.2,74,pulses
49,36,40,27.2,64.5,5.8,110.6,26,barley
80,55,40,22.1,83.1,6.2,191.4,62,rice
73,58,40,24.0,72.8,6.5,169.0,58,maize
59,40,50,30.0,73.3,6.6,175.7,52,cotton
83,52,37,22.6,61.1,6.7,160.5,46,maize
72,37,56,29.0,77.1,6.5,174.8,58,groundnut
51,37,38,27.7,61.5,5.6,117.9,27,barley
75,40,57,29.8,78.8,6.8,154.0,58,groundnut
66,35,64,27.9,74.7,6.7,149.9,62,groundnut
88,43,45,23.7,84.5,6.5,197.4,60,rice
55,56,48,23.8,56.5,7.2,140.2,35,wheat
68,46,61,27.7,77.8,6.8,212.9,72,sugarcane
28,30,29,22.1,85.3,5.7,249.6,77,pulses
75,52,41,25.0,74.2,6.8,192.5,47,maize
80,54,40,23.0,62.9,6.8,163.4,57,maize
70,54,36,24.0,64.7,6.7,194.0,46,maize
36,55,47,30.1,50.4,6.2,114.0,25,millet
96,58,48,23.2,83.5,6.6,192.2,73,rice
81,49,60,24.1,88.7,6.3,233.6,68,rice
65,57,42,22.1,69.2,7.0,142.2,45,wheat
79,44,54,29.0,86.6,6.8,267.4,71,sugarcane
84,43,46,23.5,87.4,6.7,244.4,65,rice
53,48,50,29.1,68.5,6.7,140.5,52,cotton
51,40,32,26.2,61.6,6.1,90.6,26,barley
76,46,56,26.5,89.4,6.5,220.7,85,sugarcane
55,39,40,29.6,57.9,5.7,116.1,25,barley
47,30,38,27.8,60.7,5.6,117.5,33,barley
22,33,25,23.9,83.4,6.1,213.3,74,pulses
29,26,25,25.6,85.5,5.5,192.1,74,pulses
65,45,47,23.7,57.0,6.7,145.7,44,wheat
88,59,50,20.4,84.3,6.3,239.2,63,rice
40,47,52,30.1,54.5,6.2,81.4,26,millet
21,34,25,25.5,80.7,5.9,217.6,73,pulses
56,49,43,27.8,62.3,6.8,136.7,41,wheat
61,57,43,22.9,55.4,6.7,145.5,42,wheat
91,50,46,21.5,83.7,6.6,228.2,71,rice
51,42,43,27.3,65.8,6.5,121.0,63,cotton
92,45,57,21.0,76.6,6.3,230.6,68,rice
53,47,43,27.2,66.4,7.2,140.9,45,wheat
49,32,40,26.9,58.1,5.9,92.7,33,barley
52,39,32,25.7,62.5,5.8,105.3,33,barley
65,51,50,26.3,81.0,6.5,238.7,81,sugarcane
70,45,44,22.5,58.1,7.0,109.7,38,wheat
